store_key,store_id_canon,store_name,country,region,partner,default_channel
364,NO-0364,SPORT2000 Trondheim,NO,NO-Ost,PartnerF,store
365,NO-0365,SPORT2000 Trondheim,NO,NO-Ost,PartnerF,store
366,NO-0366,SPORT2000 Bergen,NO,NO-Ost,PartnerF,store
367,NO-0367,SPORT2000 Trondheim,NO,NO-Ost,PartnerF,online
368,NO-0368,SPORT2000 Bergen,NO,NO-Ost,PartnerF,store
369,NO-0369,SPORT2000 Oslo,NO,NO-Ost,PartnerF,store
370,NO-0370,SPORT2000 Trondheim,NO,NO-Ost,PartnerF,store
371,NO-0371,SPORT2000 Oslo,NO,NO-Ost,PartnerF,store
372,NO-0372,SPORT2000 Bergen,NO,NO-Ost,PartnerF,store
373,NO-0373,SPORT2000 Oslo,NO,NO-Ost,PartnerF,store
374,NO-0374,SPORT2000 Trondheim,NO,NO-Ost,PartnerF,store
375,NO-0375,SPORT2000 Oslo,NO,NO-Ost,PartnerF,store
376,FI-0376,SPORT2000 Tampere,FI,FI-South,PartnerF,store
377,FI-0377,SPORT2000 Espoo,FI,FI-South,PartnerF,store
378,FI-0378,SPORT2000 Espoo,FI,FI-South,PartnerF,store
379,FI-0379,SPORT2000 Tampere,FI,FI-South,PartnerF,outlet
380,FI-0380,SPORT2000 Helsinki,FI,FI-South,PartnerF,store
381,FI-0381,SPORT2000 Espoo,FI,FI-South,PartnerF,outlet
382,FI-0382,SPORT2000 Tampere,FI,FI-South,PartnerF,store
383,FI-0383,SPORT2000 Helsinki,FI,FI-South,PartnerF,store
384,FI-0384,SPORT2000 Tampere,FI,FI-South,PartnerF,store
385,FI-0385,SPORT2000 Helsinki,FI,FI-South,PartnerF,online
386,FI-0386,SPORT2000 Helsinki,FI,FI-South,PartnerF,store
387,FI-0387,SPORT2000 Helsinki,FI,FI-South,PartnerF,outlet
388,FI-0388,SPORT2000 Tampere,FI,FI-South,PartnerF,store
389,FI-0389,SPORT2000 Tampere,FI,FI-South,PartnerF,online
390,FI-0390,SPORT2000 Espoo,FI,FI-South,PartnerF,store
391,FI-0391,SPORT2000 Tampere,FI,FI-South,PartnerF,store
392,FI-0392,SPORT2000 Espoo,FI,FI-South,PartnerF,online
393,FI-0393,SPORT2000 Tampere,FI,FI-South,PartnerF,store
394,FI-0394,SPORT2000 Espoo,FI,FI-South,PartnerF,store
395,FI-0395,SPORT2000 Helsinki,FI,FI-South,PartnerF,outlet
396,FI-0396,SPORT2000 Tampere,FI,FI-South,PartnerF,store
397,FI-0397,SPORT2000 Espoo,FI,FI-South,PartnerF,store
398,FI-0398,SPORT2000 Helsinki,FI,FI-South,PartnerF,online
399,FI-0399,SPORT2000 Tampere,FI,FI-South,PartnerF,store
400,FI-0400,SPORT2000 Helsinki,FI,FI-South,PartnerF,online
401,PT-0401,SPORT2000 Coimbra,PT,PT-Lisboa,PartnerD,outlet
402,PT-0402,SPORT2000 Coimbra,PT,PT-Lisboa,PartnerD,store
403,PT-0403,SPORT2000 Lisbon,PT,PT-Lisboa,PartnerD,store
404,PT-0404,SPORT2000 Coimbra,PT,PT-Lisboa,PartnerD,store
405,PT-0405,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,store
406,PT-0406,SPORT2000 Coimbra,PT,PT-Lisboa,PartnerD,store
407,PT-0407,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,online
408,PT-0408,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,store
409,PT-0409,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,store
410,PT-0410,SPORT2000 Lisbon,PT,PT-Lisboa,PartnerD,outlet
411,PT-0411,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,store
412,PT-0412,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,store
413,PT-0413,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,outlet
414,PT-0414,SPORT2000 Coimbra,PT,PT-Lisboa,PartnerD,store
415,PT-0415,SPORT2000 Lisbon,PT,PT-Lisboa,PartnerD,store
416,PT-0416,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,store
417,PT-0417,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,outlet
418,PT-0418,SPORT2000 Lisbon,PT,PT-Lisboa,PartnerD,store
419,PT-0419,SPORT2000 Coimbra,PT,PT-Lisboa,PartnerD,store
420,PT-0420,SPORT2000 Lisbon,PT,PT-Lisboa,PartnerD,store
421,PT-0421,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,store
422,PT-0422,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,store
423,PT-0423,SPORT2000 Lisbon,PT,PT-Lisboa,PartnerD,store
424,PT-0424,SPORT2000 Coimbra,PT,PT-Lisboa,PartnerD,store
425,PT-0425,SPORT2000 Porto,PT,PT-Lisboa,PartnerD,store
426,IE-0426,SPORT2000 Galway,IE,IE-Dublin,PartnerB,store
427,IE-0427,SPORT2000 Dublin,IE,IE-Dublin,PartnerB,online
428,IE-0428,SPORT2000 Galway,IE,IE-Dublin,PartnerB,outlet
429,IE-0429,SPORT2000 Galway,IE,IE-Dublin,PartnerB,store
430,IE-0430,SPORT2000 Galway,IE,IE-Dublin,PartnerB,store
431,IE-0431,SPORT2000 Cork,IE,IE-Dublin,PartnerB,store
432,IE-0432,SPORT2000 Dublin,IE,IE-Dublin,PartnerB,store
433,IE-0433,SPORT2000 Dublin,IE,IE-Dublin,PartnerB,store
434,IE-0434,SPORT2000 Dublin,IE,IE-Dublin,PartnerB,store
435,IE-0435,SPORT2000 Galway,IE,IE-Dublin,PartnerB,store
436,IE-0436,SPORT2000 Galway,IE,IE-Dublin,PartnerB,store
437,IE-0437,SPORT2000 Cork,IE,IE-Dublin,PartnerB,online
438,IE-0438,SPORT2000 Dublin,IE,IE-Dublin,PartnerB,store
439,IE-0439,SPORT2000 Dublin,IE,IE-Dublin,PartnerB,store
440,IE-0440,SPORT2000 Galway,IE,IE-Dublin,PartnerB,store
441,IE-0441,SPORT2000 Dublin,IE,IE-Dublin,PartnerB,outlet
442,IE-0442,SPORT2000 Cork,IE,IE-Dublin,PartnerB,store
443,IE-0443,SPORT2000 Cork,IE,IE-Dublin,PartnerB,store
444,IE-0444,SPORT2000 Galway,IE,IE-Dublin,PartnerB,store
445,IE-0445,SPORT2000 Dublin,IE,IE-Dublin,PartnerB,store
446,IE-0446,SPORT2000 Cork,IE,IE-Dublin,PartnerB,outlet
447,IE-0447,SPORT2000 Galway,IE,IE-Dublin,PartnerB,online
448,IE-0448,SPORT2000 Cork,IE,IE-Dublin,PartnerB,outlet
449,IE-0449,SPORT2000 Cork,IE,IE-Dublin,PartnerB,store
450,IE-0450,SPORT2000 Cork,IE,IE-Dublin,PartnerB,store
451,GR-0451,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,store
452,GR-0452,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,outlet
453,GR-0453,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
454,GR-0454,SPORT2000 Athens,GR,GR-Attica,PartnerC,outlet
455,GR-0455,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,store
456,GR-0456,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,store
457,GR-0457,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,store
458,GR-0458,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
459,GR-0459,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
460,GR-0460,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,outlet
461,GR-0461,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,store
462,GR-0462,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,store
463,GR-0463,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
464,GR-0464,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
465,GR-0465,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,store
466,GR-0466,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,store
467,GR-0467,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,outlet
468,GR-0468,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,online
469,GR-0469,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,outlet
470,GR-0470,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
471,GR-0471,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
472,GR-0472,SPORT2000 Thessaloniki,GR,GR-Attica,PartnerC,online
473,GR-0473,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
474,GR-0474,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
475,GR-0475,SPORT2000 Athens,GR,GR-Attica,PartnerC,store
476,RO-0476,SPORT2000 Timisoara,RO,RO-Bucuresti,PartnerE,store
477,RO-0477,SPORT2000 Bucharest,RO,RO-Bucuresti,PartnerE,store
478,RO-0478,SPORT2000 Bucharest,RO,RO-Bucuresti,PartnerE,store
479,RO-0479,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,store
480,RO-0480,SPORT2000 Bucharest,RO,RO-Bucuresti,PartnerE,store
481,RO-0481,SPORT2000 Timisoara,RO,RO-Bucuresti,PartnerE,store
482,RO-0482,SPORT2000 Bucharest,RO,RO-Bucuresti,PartnerE,store
483,RO-0483,SPORT2000 Bucharest,RO,RO-Bucuresti,PartnerE,store
484,RO-0484,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,store
485,RO-0485,SPORT2000 Bucharest,RO,RO-Bucuresti,PartnerE,store
486,RO-0486,SPORT2000 Timisoara,RO,RO-Bucuresti,PartnerE,store
487,RO-0487,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,store
488,RO-0488,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,store
489,RO-0489,SPORT2000 Bucharest,RO,RO-Bucuresti,PartnerE,outlet
490,RO-0490,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,online
491,RO-0491,SPORT2000 Timisoara,RO,RO-Bucuresti,PartnerE,store
492,RO-0492,SPORT2000 Bucharest,RO,RO-Bucuresti,PartnerE,store
493,RO-0493,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,online
494,RO-0494,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,store
495,RO-0495,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,store
496,RO-0496,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,outlet
497,RO-0497,SPORT2000 Bucharest,RO,RO-Bucuresti,PartnerE,online
498,RO-0498,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,store
499,RO-0499,SPORT2000 Cluj,RO,RO-Bucuresti,PartnerE,store
500,RO-0500,SPORT2000 Timisoara,RO,RO-Bucuresti,PartnerE,store
501,BG-0501,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,store
502,BG-0502,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,store
503,BG-0503,SPORT2000 Sofia,BG,BG-Sofia,PartnerE,online
504,BG-0504,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,outlet
505,BG-0505,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,store
506,BG-0506,SPORT2000 Sofia,BG,BG-Sofia,PartnerE,store
507,BG-0507,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,store
508,BG-0508,SPORT2000 Sofia,BG,BG-Sofia,PartnerE,store
509,BG-0509,SPORT2000 Sofia,BG,BG-Sofia,PartnerE,store
510,BG-0510,SPORT2000 Sofia,BG,BG-Sofia,PartnerE,store
511,BG-0511,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,store
512,BG-0512,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,store
513,BG-0513,SPORT2000 Sofia,BG,BG-Sofia,PartnerE,online
514,BG-0514,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,store
515,BG-0515,SPORT2000 Sofia,BG,BG-Sofia,PartnerE,store
516,BG-0516,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,store
517,BG-0517,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,outlet
518,BG-0518,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,online
519,BG-0519,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,online
520,BG-0520,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,store
521,BG-0521,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,outlet
522,BG-0522,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,online
523,BG-0523,SPORT2000 Sofia,BG,BG-Sofia,PartnerE,store
524,BG-0524,SPORT2000 Sofia,BG,BG-Sofia,PartnerE,outlet
525,BG-0525,SPORT2000 Plovdiv,BG,BG-Sofia,PartnerE,online
526,HR-0526,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
527,HR-0527,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
528,HR-0528,SPORT2000 Zagreb,HR,HR-Zagreb,PartnerC,store
529,HR-0529,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
530,HR-0530,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
531,HR-0531,SPORT2000 Zagreb,HR,HR-Zagreb,PartnerC,store
532,HR-0532,SPORT2000 Split,HR,HR-Zagreb,PartnerC,online
533,HR-0533,SPORT2000 Zagreb,HR,HR-Zagreb,PartnerC,store
534,HR-0534,SPORT2000 Split,HR,HR-Zagreb,PartnerC,online
535,HR-0535,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
536,HR-0536,SPORT2000 Zagreb,HR,HR-Zagreb,PartnerC,store
537,HR-0537,SPORT2000 Zagreb,HR,HR-Zagreb,PartnerC,store
538,HR-0538,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
539,HR-0539,SPORT2000 Zagreb,HR,HR-Zagreb,PartnerC,outlet
540,HR-0540,SPORT2000 Zagreb,HR,HR-Zagreb,PartnerC,store
541,HR-0541,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
542,HR-0542,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
543,HR-0543,SPORT2000 Zagreb,HR,HR-Zagreb,PartnerC,outlet
544,HR-0544,SPORT2000 Zagreb,HR,HR-Zagreb,PartnerC,outlet
545,HR-0545,SPORT2000 Split,HR,HR-Zagreb,PartnerC,online
546,HR-0546,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
547,HR-0547,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
548,HR-0548,SPORT2000 Split,HR,HR-Zagreb,PartnerC,online
549,HR-0549,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
550,HR-0550,SPORT2000 Split,HR,HR-Zagreb,PartnerC,store
551,SI-0551,SPORT2000 Maribor,SI,SI-Osrednja,PartnerC,store
552,SI-0552,SPORT2000 Maribor,SI,SI-Osrednja,PartnerC,store
553,SI-0553,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,online
554,SI-0554,SPORT2000 Maribor,SI,SI-Osrednja,PartnerC,store
555,SI-0555,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
556,SI-0556,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
557,SI-0557,SPORT2000 Maribor,SI,SI-Osrednja,PartnerC,store
558,SI-0558,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,outlet
559,SI-0559,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
560,SI-0560,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
561,SI-0561,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
562,SI-0562,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,outlet
563,SI-0563,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
564,SI-0564,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,online
565,SI-0565,SPORT2000 Maribor,SI,SI-Osrednja,PartnerC,outlet
566,SI-0566,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
567,SI-0567,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
568,SI-0568,SPORT2000 Maribor,SI,SI-Osrednja,PartnerC,outlet
569,SI-0569,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
570,SI-0570,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
571,SI-0571,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
572,SI-0572,SPORT2000 Maribor,SI,SI-Osrednja,PartnerC,store
573,SI-0573,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
574,SI-0574,SPORT2000 Maribor,SI,SI-Osrednja,PartnerC,store
575,SI-0575,SPORT2000 Ljubljana,SI,SI-Osrednja,PartnerC,store
